"Data Collection: ID","Data Collection: Data Collection Name","Evaluating Laboratory Name","LabNamePermission","Type of Facility","Country","Other Country","City","Sample Set","Sample Type","Other Sample Type","Sample Population","Other Sample Population","Source Population of Samples","Other Source Population","Reference Method","Other Reference Method","RT-PCR","Reference Test Name","Type of Index Test","Repeats","Other Repeats","Blinding","Other Blinding","Type of Antibody Test","Other Type of Antibody Test","Name of Antibody Test_1","Name of Antibody Test other","AB:Manufacturer_1","AB:Manufacturer other","AB:Catalog Number","AB:Lot Number","Target Marker","Antigen Used for Detection","AB:Sample Type","Other Sample Type AB","AB:Use Case","Other Use Case","AB:Days of Sickness","AB:Total Positive","AB:Total Negative","AB:True Positive","AB:True Negative","AB:Sensitivity","AB:Specificity","AB:Total Positive_early","AB:Total Negative_early","AB:True Positive_early","AB:True Negative_early","AB:Sensitivity_early","AB:Specificity_early","AB:Total Positive_middle","AB:Total Negative_middle","AB:True Positive_middle","AB:True Negative_middle","AB:Sensitivity_middle","AB:Specificity_middle","AB:Total Positive_late","AB:Total Negative_late","AB:True Positive_late","AB:True Negative_late","AB:Sensitivity_late","AB:Specificity_late","AB:Estimated LoD","AB:LoD Unit","Other AB:LoD Unit","AB:Higher_Cut-off","AB:Lower Cut-off","Type of Antigen Test","Other Type of Antigen Test","Name of Antigen Test_1","Name of Antigen Test other","AT:Manufacturer_1","AT:Manufacturer other","AT:Catalog Number","AT:Lot Number","Target Antigen","AT:Sample Type","Other Sample Type AT","AT:Days of Sickness","AT:Total Positive","AT:Total Negative","AT:True Positive","AT:True Negative","AT:Sensitivity","AT:Specificity","AT:Total Positive_early","AT:Total Negative_early","AT:True Negative_early","AT:True Positive_early","AT:Sensitivity_early","AT:Specificity_early","AT:Total Positive_middle","AT:Total Negative_middle","AT:True Positive_middle","AT:True Negative_middle","AT:Sensitivity_middle","AT:Specificity_middle","AT:Total Positive_late","AT:Total Negative_late","AT:True Positive_late","AT:True Negative_late","AT:Sensitivity_late","AT:Specificity_late","AT:Estimated LoD","AT:LoD Unit","Other AT:LoD Unit","AT:Higher Cut-off","AT:Lower Cut-off","Type of Molecular Test","Other Type of Moleculer Test","Name of Molecular Test_2","Name of Molecular Test other","MT:Manufacturer_1","MT:Manufacturer other","MT:Catalog Number","MT:Lot Number","Template Type","RNA Extraction Kit Used","MT:Sample Type","Other Sample Type MT","MT:Days of Sickness","MT:Total Positive","MT:Total Negative","MT:True Positive","MT:True Negative","MT:Sensitivity","MT:Specificity","MT:Total Positive_early","MT:Total Negative_early","MT:True Positive_early","MT:True Negative_early","MT:Sensitivity_early","MT:Specificity_early","MT:Total Positive_middle","MT:Total Negative_middle","MT:True Positive_middle","MT:True Negative_middle","MT:Sensitivity_middle","MT:Specificity_middle","MT:Total Positive_late","MT:Total Negative_late","MT:True Positive_late","MT:True Negative_late","MT:Sensitivity_late","MT:Specificity_late","MT:Estimated LoD","MT:LoD Unit","Other MT:LoD Unit","Ct Value","Results Published","Link to Publication","DOI","Comments"
"a1L1r0000090gSF","a1L1r0000090gSF","Centre National de Référence des virus des infections respiratoires
Centre de Biologie et Pathologie Nord","Yes","Public Health","France","","Lyon","Retrospective set","Nasopharyngeal swabs; Tracheal aspirate","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Commercal kit","SuperScript™ III Platinum® One-Step Quantitative RT-PCR System (Ref: Invitrogen 1732-020)","Molecular test","Not available","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","Bosphore Novel Coronavirus (2019-nCoV) Detection Kit","","Anatolia Geneworks","","ABCOW5","","Frozen RNA","EMAG® bioMérieux","Nasopharyngeal swabs; Tracheal aspirate","","Not available","10","3","8","3","","","","","","","","","","","","","","","","","","","","","","","","33.0","Yes","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","","Some samples needed repeating; results given are final outcomes from Table 1 & 2
Ct given is highest value for a positively detected sample"
"a1L1r0000090gSA","a1L1r0000090gSA","Centre National de Référence (CNR) des Virus des Infections Respiratoires
Centre de Biologie et Pathologie Nord","Yes","Public Health","France","","Lyon","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Commercal kit","SuperScript™ III Platinum® One-Step Quantitative RT-PCR System (Ref: Invitrogen 1732-020)","Molecular test","Triplicates","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Integrated system","","BioFire COVID-19 Test","","bioMérieux SA","","","","Specimen without RNA extraction","","Nasopharyngeal swabs","","Not available","11","4","11","4","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","","Positive results corresponded to Ct range 19-35.9 on reference method"
"a1L1r0000090gS5","a1L1r0000090gS5","Centre National de Référence (CNR) des Virus des Infections Respiratoires
Institut des Agents infectieux, Centre de Biologie et Pathologie Nord","Yes","Public Health","France","","Lyon","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Commercal kit","SuperScript™ III Platinum® One-Step Quantitative RT-PCR System (Ref: Invitrogen 1732-020)","Molecular test","Not available","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","VIASURE SARS-CoV-2 Real Time PCR Detection Kit","","CerTest Biotec, S.L.","","","","Frozen RNA","EMAG® bioMérieux","Nasopharyngeal swabs","","Not available","18","2","17","2","","","","","","","","","","","","","","","","","","","","","","","","44.8","Yes","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","","Ct value is highest value across either loci detected positive."
"a1L1r000008zCzk","a1L1r000008zCzk","Service de Bactériologie-hygiène, Hôpital Bicêtre, Inserm U 1184 ; LabEx LERMIT","Yes","Hospital","France","","Kremlin-Bicêtre","Retrospective set","Serum","","Symptomatic patients","","Mild; Moderate; Severe","","RT-PCR","","WHO method","","Antibody test","No replicates","","Not blinded to reference results","","Rapid diagnostic test (RDT)","","NG-Test IgG-IgM COVID-19","","NG Biotech","","","","IgG; IgM","","Serum","","Detection of past infection","","Late (>14)","","","","","","","","","","","","","","","","","","","256","50","","","97.0","100.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","Please be aware that the sensitivy provided is at 15 days of symptomes."
"a1L1r0000090gd9","a1L1r0000090gd9","Clinical Laboratory, Clinica Alemana de Santiago","Yes","Hospital","Chile","","Santiago","Retrospective set","Other","Universal transport medium with nasopharyngeal swab","Symptomatic patients","","Not available","","RT-PCR","","Commercal kit","Genesig® Real-Time PCR assay (Primer Design Ltd., Chander´s Ford, UK)","Antigen test","Other","High concentration pools: tested once; Low/neg concentration pools: tested in triplicate","Blinded to reference results","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rapid diagnostic test (RDT) with reader","","Bioeasy 2019-nCoV Ag Fluorescence Rapid Test Kit (Time-Resolved Fluorescence)","","Shenzhen Bioeasy Biotechnology Co., Ltd","","YRLF04401025","2002N408","","Other","Universal transport medium with nasopharyngeal swab (off-label)","Total","80","31","68","31","85.0","100.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","Sensitivity analysis of subgroups with high and low viral loads

Positive samples with:
- Ct <25: 54/54 = 100%
- Ct >25: 14/26 = 53.8%

17 of 80 positive samples were included in former evaluation of same assay (also available on FIND)."
"a1L1r0000090j3L","a1L1r0000090j3L","National Institute for Infectious Diseases (INMI) ""L. Spallanzani” IRCCS","Yes","Hospital","Italy","","Rome","Retrospective set","Serum","","Symptomatic patients","","Not available","","Immunoassay","","","Validated in-house method","Antibody test","Not available","","Not available","","Enzyme-linked immunosorbent assay (ELISA)","","Other","ENZY-WELL SARS-CoV-2 IgA","Other","Diesse Diagnostica Senese SpA","91402","","IgA","","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Late (>14)","65","468","","","93.6","97.9","","","","","58.3","","","","","","","","","","","","100.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.05.24.20111682v1.full.pdf","10.1101/2020.05.24.20111682","Cases: Samples from suspected and confirmed cases

Controls: Samples from suspected and pre-pandemic patients"
"a1L1r0000090j3k","a1L1r0000090j3k","Public Health England (PHE) Cambridge laboratory","Yes","Public Health","Great Britain","","Cambridge","Retrospective set","Nasopharyngeal swabs; Oropharyngeal swabs","","Symptomatic patients","","Not available","","RT-PCR","","Validated in-house method","","Molecular test","Not available","","Blinded to reference results","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Integrated system","","SAMBA II COVID-19 Test (near-POC NAT)","","Diagnostics for the Real World Ltd","","","","Specimen without RNA extraction","","Nasopharyngeal swabs; Oropharyngeal swabs","","Not available","91","81","90","81","98.9","100.0","","","","","","","","","","","","","","","","","","","250.0","copy / mL","","36.0","Yes","https://www.medrxiv.org/content/10.1101/2020.05.24.20100990v2.full.pdf","10.1101/2020.05.24.20100990",""
"a1L1r0000090j3p","a1L1r0000090j3p","Blekinge County Hospital","Yes","Hospital","Sweden","","Växjö","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Commercal kit","Abbott RealTime SARS-CoV-2 Assay, Abbott Molecular Inc.; Berlin method (Corman et al. 2020)","Antibody test","Not available","","Blinded to reference results","","Other","Electrochemiluminescence immunoassay (ECLIA)","Elecsys Anti‐SARS‐CoV‐2","","Roche","","","","Total Ig; IgG","Nueclocapsid protein","Serum","","Detection of past infection","","Late (>14)","","","","","","","","","","","","","","","","","","","20","100","20","98","100.0","98.0","","","","≥ 1.0","< 1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.05.22.20106294v1.full.pdf","10.1101/2020.05.22.20106294","Controls: Pre-pandemic controls

The interval between onset of COVID-19 symptoms to sample collection:18-52 days (median 38 days)."
"a1L1r0000090j3a","a1L1r0000090j3a","Guangzhou Eighth People's Hospital","Yes","Hospital","China","","Guangzhou","Prospectively collected set","Other","Not available","Confirmed COVID-19 patients","","Mild; Moderate; Severe","","RT-PCR","","Undefined method","","Antibody test","Not available","","Blinded to reference results","","Other","Chemiluminescence immunoassay (CLIA)","MAGLUMI 2019-nCoV IgG (CLIA)","","Snibe Co., Ltd (Shenzhen New Industries Biomedical Engineering Co., Ltd)","","","","IgG","Nucleocapsid protein; Spike protein","Serum","","Detection of current infection","","Total","192","130","179","129","93.2","99.2","","","","","","","","","","","","","","","","","","","","","",">9677 relative light unit (RLU)","<9677 relative light unit (RLU)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.05.22.20102525v1.full.pdf","10.1101/2020.05.22.20102525","Controls: COVID-19 suspects excluded from COVID-19 infection

Interval between symptom onset to admission: 5±3 days"
"a1L1r0000090gcu","a1L1r0000090gcu","Clinical Laboratory, Clinica Alemana de Santiago","Yes","Hospital","Chile","","Santiago","Retrospective set","Other","Universal transport medium with nasopharyngeal swab","Symptomatic patients","","Not available","","RT-PCR","","Commercal kit","Genesig® Real-Time PCR assay (Primer Design Ltd., Chander´s Ford, UK)","Antigen test","Other","High concentration pools: tested once; Low/neg concentration pools: tested in triplicate","Blinded to reference results","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rapid diagnostic test (RDT)","","BIOCREDIT COVID-19 Ag","","RapiGEN Inc.","","G61RHA20","H073001SD","","Other","Universal transport medium with nasopharyngeal swab (off-label)","Total","79","30","49","30","62.0","100.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","Note off-label use of universal transport medium with nasopharyngeal swab for index testing.

Sensitivity analysis of subgroups with high and low viral loads

Positive samples with:
- Ct <25: 45/53 = 84.9%
- Ct >25: 4/26 = 15.4%"
"a1L1r0000090lx6","a1L1r0000090lx6","Kyoto University Hospital and Kyoto City Hospital","Yes","Hospital","Japan","","","","Nasopharyngeal swabs; Oropharyngeal swabs","","Symptomatic patients","","","","RT-PCR","","Undefined method","","Molecular test","Not available","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","LightMix Modular SARS-CoV-2 (COVID19) E-gene","","Other","TIB Molbiol/Roche Diagnostics","","","Frozen RNA","QIAamp Viral RNA Mini Kit (Qiagen, Hilden, Germany)","Nasopharyngeal swabs; Oropharyngeal swabs; Sputum","","Not available","68","87","","","86.8","100.0","","","","","","","","","","","","","","","","","","","","","","36.7","Yes","https://www.biorxiv.org/content/10.1101/2020.06.24.170332v1.full.pdf","10.1101/2020.06.24.170332",""
"a1L1r0000090nPO","a1L1r0000090mwS","Austrian Red Cross, Blood Service for Vienna, Lower Austria and Burgenland","Yes","Private Laboratory","Austria","","Vienna","Retrospective set","Nasopharyngeal swabs; Oropharyngeal swabs","","Confirmed COVID-19 patients","","Asymptomatic; Mild; Moderate","","RT-PCR","","Undefined method","","Antibody test","Not available","","Not available","","Enzyme-linked immunosorbent assay (ELISA)","","Wantai SARS-CoV-2 Ab ELISA","","Beijing Wantai Biological Pharmacy Enterprise Co., Ltd","","","","Total Ig","","Serum","","Detection of past infection","","Late (>14)","","","","","","","","","","","","","","","","","","","100","","98","","98.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://reader.elsevier.com/reader/sd/pii/S1386653220302821?token=C05607C8C31E37144D34291C1B0AB7CE1E6429088080ADA9D750B6E8BEE46B9A7999C0C2568241BCCA3D4FC9AF37A7D4","10.1016/j.jcv.2020.104540",""
"a1L1r0000090nPT","a1L1r0000090mwS","Austrian Red Cross, Blood Service for Vienna, Lower Austria and Burgenland","Yes","Private Laboratory","Austria","","Vienna","Retrospective set","Nasopharyngeal swabs; Oropharyngeal swabs","","Confirmed COVID-19 patients","","Asymptomatic; Mild; Moderate","","RT-PCR","","Undefined method","","Antibody test","Not available","","Not available","","Enzyme-linked immunosorbent assay (ELISA)","","Other","Anti-SARS-CoV-2-NCP ELISA (IgG)","EUROIMMUN AG","","","","IgG","Nucleocapsid protein","Serum","","Detection of past infection","","Late (>14)","","","","","","","","","","","","","","","","","","","99","","88","","88.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://reader.elsevier.com/reader/sd/pii/S1386653220302821?token=C05607C8C31E37144D34291C1B0AB7CE1E6429088080ADA9D750B6E8BEE46B9A7999C0C2568241BCCA3D4FC9AF37A7D4","10.1016/j.jcv.2020.104540",""
"a1L1r000007p3r4","a1L1r000007p3f3","General Hospital of the Central Theater Command of the People’s Liberation Army (PLA)","Yes","Hospital","China","","","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Undefined method","","Antibody test","Triplicates","","Not available","","Enzyme-linked immunosorbent assay (ELISA)","","2019-nCoV IgG/IgM Antibody Detection Kit","","Zhuhai Livzon Diagnostics Inc","","","","IgG; IgM","Nucleocapsid protein","Serum","","Detection of current infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","214","100","172","100","80.4","100.0","22","100","9","","40.9","","92","100","68","","","","100","100","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://jcm.asm.org/content/jcm/early/2020/03/27/JCM.00461-20.full.pdf","10.1128/jcm.00461-20","A median of 15 d.p.o. (range, 0–55 days)"
